,abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
449,炜冈科技,333570.77,3847.43,1256,14261.26,89991.34
450,立新能源,660800.0,46870.94,1258,93333.33,331846.26
451,利仁科技,172933.89,2192.89,1259,7358.89,51532.89
452,坤泰股份,208495.0,3175.0,1260,11500.0,57562.75
453,宏英智能,256067.34,3527.16,1266,10316.98,87544.11
454,汇绿生态,652501.29,57604.13,1267,77957.14,482146.59
455,联合精密,244684.87,4167.26,1268,10793.33,94471.8
456,欧晶科技,423873.19,8390.07,1269,19240.73,184833.28
457,*ST铖昌,768507.33,10139.2,1270,20725.66,375961.4
458,速达股份,282644.0,1900.0,1277,7600.0,70661.0
459,一彬科技,206882.24,5053.45,1278,12373.34,84493.69
460,强邦新材,647360.0,3762.4,1279,16000.0,152226.57
461,三联锻造,444847.31,5583.2,1282,15870.4,156497.1
462,豪鹏科技,460654.3,5785.57,1283,8199.61,325033.44
463,陕西能源,3427500.0,105000.0,1286,375000.0,959700.0
464,中电港,1463567.59,43739.45,1287,75990.01,842421.8
465,运机集团,510203.01,10744.03,1288,16782.99,326618.55
466,龙源电力,14320365.09,504193.42,1289,835981.62,8636833.22
467,长江材料,261485.22,7685.13,1296,14959.11,134336.14
468,好上好,561327.1,10626.61,1298,20471.45,291381.76
469,美能能源,264233.44,6543.01,1299,24263.86,71253.35
470,三柏硕,322027.98,6621.91,1300,24377.59,87475.41
471,尚太科技,1351137.47,16104.24,1301,26083.74,834199.5
472,夏厦精密,534440.0,1550.0,1306,6200.0,133610.0
473,康冠科技,1493985.83,23964.77,1308,70041.53,511168.45
474,德明利,1997863.28,8763.62,1309,16177.03,1082306.49
475,多利科技,672372.14,6062.54,1311,23885.33,170660.63
476,粤海饲料,605500.0,69913.27,1313,70000.0,604749.79
477,亿道信息,630143.27,5174.95,1314,14144.63,230544.03
478,润贝航科,422360.12,2720.72,1316,8246.0,139355.53
479,三羊马,325788.42,4198.56,1317,8004.63,170881.3
480,阳光乳业,373959.18,7706.0,1318,28266.0,101950.38
481,铭科精技,397899.6,6346.46,1319,14140.0,178589.31
482,箭牌家居,824276.26,16561.28,1322,96859.72,140936.49
483,慕思股份,1283232.08,7793.5,1323,40001.0,250015.48
484,长青科技,253230.0,8165.36,1324,13800.0,149834.36
485,联域股份,238924.8,2410.33,1326,7320.0,78673.26
486,登康口腔,928016.78,4304.35,1328,17217.38,232004.46
487,博纳影业,606162.87,105517.81,1330,137451.9,465333.54
488,胜通能源,278208.0,5040.0,1331,20160.0,69552.0
489,锡装股份,387090.0,2700.0,1332,11000.0,95013.0
490,光华股份,279168.0,4400.0,1333,12800.0,95964.0
491,信凯科技,350023.52,2296.36,1335,9373.96,85746.16
492,楚环科技,163640.45,2855.73,1336,8037.35,58142.58
493,四川黄金,1055040.0,28845.6,1337,42000.0,724601.47
494,永顺泰,577492.19,23595.45,1338,50173.08,271583.61
495,智微智能,1348563.77,7313.1,1339,25042.97,393810.41
496,富岭股份,856871.28,12147.0,1356,58932.0,176617.42
497,兴欣新材,285454.4,4689.7,1358,12320.0,108660.27
498,平安电工,602885.29,4638.0,1359,18550.32,150735.0
499,南矿集团,273156.0,8178.11,1360,20400.0,109504.95
500,播恩集团,187834.92,5568.0,1366,16068.0,65089.92
501,海森药业,303647.57,2615.47,1367,10265.3,77365.52
502,通达创智,251983.34,3208.61,1368,11417.46,70814.02
503,翔腾新材,201596.02,3313.17,1373,6868.69,97241.63
504,百通能源,593178.3,21131.67,1376,46090.0,271964.61
505,德冠新材,290933.92,6788.69,1378,13333.36,148129.32
506,腾达科技,402200.0,6730.0,1379,20000.0,135340.3
507,华纬科技,617108.37,5946.62,1380,18300.96,200519.86
508,新亚电缆,906400.0,6013.95,1382,41200.0,132306.88
509,雪祺电气,240329.42,11391.03,1387,18303.84,149564.27
510,广合科技,2107188.08,15024.26,1389,42526.5,744451.98
511,古麒绒材,0.0,0.0,1390,0.0,0.0
512,国货航,8448545.81,83894.39,1391,1220888.12,580549.21
513,亚联机械,423986.4,1929.04,1395,8724.0,93751.36
514,江顺科技,335460.0,1500.0,1400,6000.0,83865.0
515,宗申动力,2729744.18,89133.97,1696,114502.69,2124953.9
516,招商港口,4827672.63,174477.98,1872,250138.48,3367425.04
517,豫能控股,727797.69,152578.13,1896,152578.13,727797.69
518,招商积余,1240604.89,106034.28,1914,106034.61,1240601.03
519,招商公路,8805055.58,682033.74,1965,682033.74,8805055.58
520,招商蛇口,8163813.4,845782.04,1979,906083.62,7620496.22
521,新 和 成,6789188.49,303701.19,2001,307342.17,6708759.35
522,伟星股份,1347729.77,101826.5,2003,116888.97,1174059.59
523,华邦健康,811766.87,188222.9,2004,197991.92,771713.89
524,ST德豪,306674.35,175199.32,2005,175242.49,306598.8
525,精工科技,975652.29,45516.0,2006,51979.34,854335.32
526,华兰生物,2999200.72,157370.29,2007,182878.09,2580872.72
527,大族激光,2555776.8,97931.7,2008,105219.3,2378760.93
528,天奇股份,614210.11,35358.5,2009,40223.32,539924.28
529,传化智联,1483200.31,278076.96,2010,278797.05,1479369.43
530,盾安环境,1266803.62,91631.14,2011,106543.62,1089494.29
531,凯恩股份,224460.23,46653.76,2012,46762.55,223938.07
532,永新股份,671903.58,60433.63,2014,61249.19,662956.94
533,协鑫能科,1175287.02,162332.46,2015,162332.46,1175287.02
534,世荣兆业,455520.84,80909.56,2016,80909.56,455520.84
535,东信和平,583914.5,58008.59,2017,58043.19,583566.4
536,亿帆医药,1397632.21,84147.41,2019,121639.01,966853.72
537,京新药业,1163250.37,72396.83,2020,86102.91,978081.22
538,中捷资源,274833.9,120537.24,2021,120541.18,274824.91
539,科华生物,327106.32,51424.5,2022,51431.81,327059.82
540,海特高新,731969.91,74086.02,2023,74086.02,731969.91
541,ST易购,1751041.08,925444.13,2024,926476.76,1749089.41
542,航天电器,2334607.01,45255.19,2025,45687.03,2312540.14
543,山东威达,477793.98,42816.51,2026,44570.33,458993.04
544,分众传媒,10528363.6,1444219.97,2027,1444219.97,10528363.6
545,思源电气,5486005.31,60646.02,2028,77815.68,4275544.49
546,七 匹 狼,454740.18,66540.6,2029,70502.35,429186.84
547,达安基因,816805.59,140344.6,2030,140344.6,816805.59
548,巨轮智能,2069631.33,198224.8,2031,219939.57,1865295.38
549,苏 泊 尔,4559736.88,80039.72,2032,80135.97,4554260.33
550,丽江股份,484650.81,54948.02,2033,54949.07,484641.52
551,旺能环境,761641.9,43183.02,2034,43398.4,757862.0
552,华帝股份,561146.7,78052.3,2035,84765.36,516706.25
553,联创电子,1130363.9,105290.97,2036,105938.51,1123454.61
554,保利联合,415172.1,48388.36,2037,48388.36,415172.1
555,双鹭药业,677023.65,85153.85,2038,102735.0,561163.85
556,黔源电力,688796.14,42755.81,2039,42755.81,688796.14
557,南 京 港,341466.06,48594.01,2040,48990.83,338700.28
558,登海种业,909920.0,88000.0,2041,88000.0,909920.0
559,华孚时尚,918367.93,170068.14,2042,170068.14,918367.93
560,兔 宝 宝,880318.34,73628.38,2043,83205.89,778988.21
561,美年健康,2090211.59,387244.87,2044,391425.39,2067887.62
562,国光电器,847662.08,56183.29,2045,56248.31,846682.15
563,国机精工,862317.07,52584.05,2046,53626.68,845551.49
564,*ST宝鹰,274441.01,151617.17,2047,151624.87,274427.08
565,宁波华翔,1381888.64,70980.14,2048,81383.31,1205242.75
566,紫光国微,5508958.49,84942.37,2049,84962.35,5507662.99
567,三花智控,9924423.77,367045.0,2050,373238.95,9759726.64
568,中工国际,1008488.28,123728.82,2051,123740.89,1008389.85
569,*ST同洲,707915.75,72308.45,2052,74595.97,686207.2
570,云南能投,1051473.05,92070.03,2053,92072.95,1051439.74
571,德美化工,306625.43,38437.57,2054,48211.55,244462.93
572,得润电子,354835.64,59486.78,2055,60449.0,349187.38
573,横店东磁,2235102.39,162505.8,2056,162671.21,2232829.7
574,中钢天源,615129.53,75024.51,2057,75848.28,608448.8
575,*ST威尔,144165.57,14303.51,2058,14344.83,143750.27
576,云南旅游,518366.62,101243.48,2059,101243.48,518366.62
577,广东建工,1321546.42,156281.47,2060,375439.32,550110.76
578,浙江交科,1025491.75,259913.79,2061,267055.14,998068.95
579,宏润建设,611211.82,98992.33,2062,123727.09,489022.1
580,远光软件,1112576.06,171136.92,2063,190509.6,999439.59
581,华峰化学,3354679.67,495199.06,2064,496254.39,3347545.63
582,东华软件,3320879.74,290792.16,2065,320548.24,3012606.83
583,瑞泰科技,256641.0,23100.0,2066,23100.0,256641.0
584,景兴纸业,452591.31,111994.81,2067,125719.81,403181.31
585,黑猫股份,850059.05,73441.08,2068,73534.52,848978.91
586,獐子岛,269511.52,71021.62,2069,71111.22,269171.94
587,凯瑞德,175383.36,31436.08,2072,36768.0,149950.13
588,软控股份,828887.42,99087.33,2073,101954.17,805579.97
589,国轩高科,4192007.98,172512.08,2074,180301.42,4010905.77
590,沙钢股份,1325070.57,219382.19,2075,219382.54,1325068.44
591,*ST星光,192987.66,102894.04,2076,110912.45,179035.62
592,大港股份,817130.71,58034.85,2077,58034.85,817130.71
593,太阳纸业,3934705.45,276488.1,2078,279453.51,3892952.43
594,苏州固锝,763151.24,80937.85,2079,81013.93,762434.53
595,中材科技,2445026.06,167812.36,2080,167812.36,2445026.06
596,金 螳 螂,942639.91,264379.19,2081,265532.37,938546.13
597,万邦德,353556.27,55325.59,2082,61168.91,319781.92
598,孚日股份,448706.89,94626.3,2083,94663.9,448528.67
599,海鸥住工,219659.05,64197.24,2084,64605.6,218270.61
600,万丰奥威,3635085.35,212329.75,2085,212329.75,3635085.35
601,东方海洋,517161.88,151702.13,2086,195894.65,400493.62
602,鲁阳节能,602919.04,50479.01,2088,51312.26,593128.33
603,金智科技,370133.21,39601.75,2090,40057.71,365920.18
604,江苏国泰,1193049.85,159542.47,2091,162762.6,1169446.34
605,ST中泰,1269109.56,257561.67,2092,259001.95,1262052.19
606,国脉科技,1123362.5,100686.62,2093,100750.0,1122655.87
607,青岛金王,507809.7,69045.35,2094,69089.75,507483.36
608,生 意 宝,477893.52,25170.84,2095,25272.0,475980.61
609,易普力,1528223.03,70094.38,2096,124044.08,863562.72
610,山河智能,785545.22,107267.66,2097,107461.73,784126.62
611,浔兴股份,337952.0,35798.5,2098,35800.0,337937.84
612,海翔药业,836875.79,161569.79,2099,161871.53,835315.8
613,天康生物,869665.22,136525.15,2100,136525.15,869665.22
614,广东鸿图,842429.07,66219.72,2101,66437.62,839666.05
615,能特科技,742387.7,232984.89,2102,263258.05,657017.4
616,广博股份,500079.48,37707.52,2103,53427.3,352942.38
617,恒宝股份,575043.91,59954.55,2104,70818.22,486830.97
618,信隆健康,279725.6,36447.2,2105,36806.0,276998.7
619,莱宝高科,803218.79,70413.47,2106,70581.62,801305.24
620,沃华医药,301303.41,56961.66,2107,57720.96,297339.89
621,沧州明珠,616196.02,164836.37,2108,166539.46,609894.57
622,兴化股份,428826.67,127626.99,2109,127626.99,428826.67
623,三钢闽光,920619.89,242907.62,2110,242907.62,920619.89
624,威海广泰,545306.01,47819.11,2111,53200.59,490145.85
625,三变科技,354594.24,26208.0,2112,26208.0,354594.24
626,罗平锌电,205032.6,32339.08,2114,32339.53,205029.78
627,三维通信,634195.22,75219.55,2115,81099.13,588216.91
628,中国海诚,459065.41,45717.32,2116,46605.63,450315.63
629,东港股份,617467.01,52355.47,2117,52372.1,617270.97
630,康强电子,586568.89,37528.4,2119,37528.4,586568.89
631,韵达股份,1965654.46,281512.4,2120,289919.54,1908654.04
632,科陆电子,783905.48,139992.24,2121,166081.67,660763.37
633,汇洲智能,768576.22,198845.29,2122,200150.06,763565.9
634,梦网科技,1156552.52,72004.76,2123,80539.87,1033988.38
635,天邦食品,731016.23,197235.91,2124,222193.38,648906.16
636,湘潭电化,632629.12,62948.17,2125,62948.17,632629.12
637,银轮股份,2129530.49,78417.86,2126,83478.26,2000439.57
638,南极电商,1097327.07,198126.0,2127,245487.04,885623.24
639,电投能源,4001208.68,224157.35,2128,224157.35,4001208.68
640,TCL中环,3161716.53,404001.38,2129,404311.58,3159290.79
641,沃尔核材,2544995.1,124914.91,2130,125989.86,2523281.09
642,利欧股份,2573275.91,584972.4,2131,677177.87,2222895.1
643,恒星科技,452698.94,139948.22,2132,140154.47,452032.74
644,广宇集团,219856.95,76987.02,2133,77414.42,218643.14
645,天津普林,461705.86,24584.98,2134,24584.98,461705.86
646,东南网架,467401.38,104386.6,2135,111551.64,437379.86
647,安 纳 达,199538.56,21445.58,2136,21502.0,199014.95
648,实益达,447566.26,39645.9,2137,57750.49,307255.69
649,顺络电子,2236727.11,75339.19,2138,80631.84,2089909.19
650,拓邦股份,1795442.38,107108.98,2139,124683.5,1542369.38
651,东华科技,688897.5,54344.14,2140,70801.39,528768.52
652,*ST贤丰,269596.24,103159.29,2141,103293.58,269245.74
653,宁波银行,16680670.34,652404.66,2142,660359.08,16479741.61
654,宏达高科,219892.58,13764.43,2144,17676.25,171229.48
655,中核钛白,1645186.18,381261.97,2145,387102.63,1620363.36
656,荣盛发展,613091.1,389652.14,2146,434816.39,549409.51
657,北纬科技,366894.87,44931.76,2148,56100.13,293853.72
658,西部材料,965687.83,48813.93,2149,48821.43,965539.48
659,通润装备,410818.28,35854.66,2150,36323.46,405516.15
660,北斗星通,1463274.75,44164.52,2151,54295.91,1190233.9
661,广电运通,3076911.41,248213.37,2152,248338.29,3075363.67
662,石基信息,2166979.91,159976.38,2153,272919.38,1270212.46
663,报 喜 鸟,572058.82,142149.52,2154,145933.37,557226.11
664,湖南黄金,2793539.74,120193.15,2155,120203.95,2793288.73
665,通富微电,3898706.47,151745.22,2156,151759.69,3898334.76
666,正邦科技,2580795.36,715452.24,2157,925016.26,1996111.76
667,汉钟精机,1035225.93,53360.21,2158,53472.41,1033053.76
668,三特索道,263292.47,13846.17,2159,17730.13,205615.64
669,常铝股份,388325.72,79353.03,2160,103278.12,298367.39
670,远 望 谷,409825.6,71345.93,2161,73975.74,395256.45
671,悦心健康,376219.52,92089.98,2162,92210.67,375727.13
672,海南发展,762996.95,80354.89,2163,84495.79,725604.63
673,宁波东力,548138.9,47977.52,2164,53217.37,494168.47
674,红 宝 丽,819090.6,72762.95,2165,73526.98,810579.26
675,莱茵生物,553992.77,44756.63,2166,74162.35,334332.06
676,东方锆业,699529.99,75778.38,2167,77467.33,684278.82
677,*ST惠程,207803.29,78416.34,2168,78416.34,207803.29
678,智光电气,492320.88,75867.4,2169,78270.41,477205.93
679,芭田股份,993448.74,71269.97,2170,96357.78,734793.37
680,楚江新材,1300367.3,149935.04,2171,150854.68,1292440.01
681,澳洋健康,275663.65,76527.2,2172,76573.24,275497.91
682,创新医疗,427604.54,41630.44,2173,44128.44,403399.01
683,游族网络,854555.63,91537.05,2174,91592.24,854040.69
684,东方智造,583488.79,127678.07,2175,127678.07,583488.79
685,江特电机,1226848.09,170601.91,2176,170632.56,1226627.74
686,御银股份,351670.38,66921.01,2177,76119.13,309175.07
687,延华智能,435125.48,71178.32,2178,71215.3,434899.51
688,中航光电,8651018.97,208070.88,2179,211827.1,8497614.94
689,纳思达,3170420.25,135977.48,2180,142298.93,3029578.24
690,粤 传 媒,646709.4,113452.02,2181,116105.82,631927.74
691,宝武镁业,1222878.98,86551.25,2182,99179.16,1067176.86
692,怡 亚 通,1251758.38,259699.41,2183,259700.91,1251751.15
693,海得控制,430032.03,24037.15,2184,35190.84,293733.98
694,华天科技,3009011.08,320373.98,2185,320448.46,3008311.67
695,全 聚 德,321039.98,30651.13,2186,30692.16,320610.86
696,广百股份,501979.76,51711.1,2187,70403.89,368700.12
697,中天服务,166495.87,25736.3,2188,32710.39,130997.77
698,中光学,511166.98,26115.99,2189,26119.93,511089.97
699,成飞集成,799248.98,35872.93,2190,35872.93,799248.98
700,劲嘉股份,541513.51,144082.45,2191,145177.88,537427.55
701,融捷股份,734824.22,25912.02,2192,25965.52,733310.25
702,如意集团,143943.55,26171.4,2193,26171.56,143942.73
703,武汉凡谷,988714.56,51089.5,2194,68328.58,739265.03
704,岩山科技,3306658.95,561304.9,2195,568154.46,3266794.52
705,方正电机,511739.83,48841.04,2196,49587.19,504039.54
706,ST证通,332370.34,53400.0,2197,61436.29,288894.01
707,嘉应制药,352719.34,50750.98,2198,50750.98,352719.34
708,*ST东晶,132919.53,24344.24,2199,24344.24,132919.53
709,*ST交投,157986.02,18413.29,2200,18413.29,157986.02
710,九鼎新材,420305.38,60017.77,2201,65163.62,387114.6
711,金风科技,3870161.96,335482.52,2202,422506.76,3073019.86
712,海亮股份,2028294.8,192819.03,2203,199832.0,1957113.16
713,大连重工,1195518.05,193137.0,2204,193137.0,1195518.05
714,国统股份,178967.03,18584.32,2205,18584.32,178967.03
715,海 利 得,581103.61,91617.46,2206,116220.72,458087.32
716,准油股份,152516.23,26080.76,2207,26205.54,151790.02
717,合肥城建,529369.36,80308.44,2208,80329.19,529232.61
718,达 意 隆,244208.64,15530.38,2209,19902.9,190557.71
719,飞马国际,673291.89,265625.67,2210,266123.28,672032.94
720,ST宏达,114606.08,43247.58,2211,43247.58,114606.08
721,天融信,879872.59,116737.69,2212,117945.39,870863.19
722,大为股份,339606.89,20621.46,2213,23732.14,295093.16
723,*ST大立,530325.57,47901.89,2214,59923.79,423931.73
724,诺 普 信,939853.87,77938.35,2215,100519.13,728723.59
725,三全食品,1031282.89,63025.62,2216,87918.4,739290.56
726,*ST合泰,1525797.38,568036.43,2217,747939.89,1158794.31
727,拓日新能,443688.45,139239.82,2218,141302.05,437213.05
728,新里程,779097.8,327204.37,2219,338738.18,752570.06
729,东华能源,1279815.75,146088.99,2221,157612.78,1186242.57
730,福晶科技,1621422.0,46815.17,2222,47025.0,1614187.11
731,鱼跃医疗,3551775.76,94015.82,2223,100247.69,3330980.38
732,三 力 士,410462.93,80638.04,2224,90211.63,366903.07
733,濮耐股份,547653.93,82555.75,2225,101043.16,447452.19
734,江南化工,1438365.11,264888.17,2226,264892.29,1438342.74
735,奥 特 迅,291915.67,24593.68,2227,24780.62,289713.51
736,合兴包装,395724.01,119147.69,2228,119554.08,394378.85
737,鸿博股份,801349.25,49316.43,2229,49619.15,796460.35
738,科大讯飞,10973604.68,218914.38,2230,231169.26,10391865.45
739,*ST奥维,104748.71,29481.88,2231,34685.0,89035.27
740,启明信息,711691.41,40854.85,2232,40854.85,711691.41
741,塔牌集团,907321.29,119148.5,2233,119227.5,906720.06
742,民和股份,292428.66,30140.86,2234,34896.02,252580.44
743,安妮股份,317605.61,55357.83,2235,57957.23,303360.91
744,大华股份,5212676.14,210773.52,2236,329916.21,3330221.65
745,恒邦股份,1274361.24,91045.88,2237,114807.32,1010609.26
746,天威视讯,665321.54,80255.92,2238,80255.92,665321.54
747,奥特佳,979648.66,324315.31,2239,330962.38,959973.33
748,盛新锂能,1057164.42,86665.01,2240,91529.39,1000980.81
749,歌尔股份,7655739.06,308381.12,2241,349098.91,6762798.03
750,九阳股份,740171.4,76570.57,2242,76701.7,738906.0
751,力合科创,989063.65,120414.23,2243,121060.42,983784.25
752,滨江集团,3018100.57,268235.37,2244,311144.39,2601883.13
